sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label
314,vu8ZsKK6AWA,UCnt8LC8bZGM43U3L5qIofjQ,None of the things he mentioned proves his point. I think he is starting his own religion.,4,2020-01-02T03:50:40.000Z,0.3,neutral
315,vu8ZsKK6AWA,UCtk72vl8DXQbYAzotb6exlw,For the love of god don’t go down the whole Elon Musk BS of simulation theory. People have enough BS to deal with on a daily basis and bigger problems to solve than wasting time on this.,2,2020-01-04T09:46:18.000Z,0.09074074074074075,neutral
316,vu8ZsKK6AWA,UCy_QN-dbMllT8S-vHGZYMYQ,Your science work looks like simulation,4,2020-01-02T07:00:46.000Z,0.0,neutral
317,vu8ZsKK6AWA,UCKDpQ0yHaL3lybhu_i98T-Q,"Is this an early April fools? It’s quite early. “We live in a simulation” and other similar thought experiments are generally considered an unfalsifiable hypothesis, and is therefore not very fruitful. If you somehow find a way “outside of our reality” and a way “into the real reality”, please let me know",29,2020-01-01T21:21:03.000Z,0.040151515151515146,neutral
318,vu8ZsKK6AWA,UCTJqap2IEzws6xJ-mRCH2jw,Me: wtf happened to you ? Xd,57,2020-01-01T17:50:46.000Z,-0.5,negative
319,vu8ZsKK6AWA,UCmxoWlk0Wt4wxG1vPw1diyg,Before professing concept of Dharma I would recommend that you read the actual sources of the books which the writers you have referenced are referencing from.  In Buddhism that is called the Pariyatti. But the yet more important is Pattipati which is the practice.,5,2020-01-02T04:46:32.000Z,0.3,neutral
320,vu8ZsKK6AWA,UCdKMJEaD0JatUc49G0oawOQ,"XVII: ""the Lord is lodged in the hearts of all creatures, and by His cosmic delusion (maya) compels all beings to rotate as if attached to a machine. ""   Good sci fi fodder, but probably not what this channels fan base wants. There is enough pseudo scientific sounding bullshit on the internet.",1,2020-01-02T06:11:20.000Z,0.02499999999999998,neutral
321,vu8ZsKK6AWA,UCDWvwHktjL4QjmiJO9JwJSg,you know what we also do live in?     a society.,6,2020-01-02T03:27:59.000Z,0.13636363636363635,neutral
322,vu8ZsKK6AWA,UCu3y7bxbcYYRDUY0e0DTNXA,"Ohh Man ,dude lost most of his subscribers but at least u got their dimes, good for u",4,2020-01-02T13:14:18.000Z,0.3,neutral
323,vu8ZsKK6AWA,UCOBy7d05xiKtMWSQNnndOew,Now he becomes a guru ... strange,9,2020-01-01T17:05:07.000Z,-0.05,neutral
324,vu8ZsKK6AWA,UCyObdv6JT8N5OobCvAqSrJQ,"When we accept that, nothing in this earth matter and, so is lying, cheat",3,2020-01-06T10:01:24.000Z,0.0,neutral
325,vu8ZsKK6AWA,UC0xxbKqXiyoiEiO_lPnsKUg,"Look for simple explanations of popular ML kernels, get this instead😥",3,2020-01-02T05:38:05.000Z,0.3,neutral
326,vu8ZsKK6AWA,UCkvyJP5Ay5BbGxasbYUCvTg,Learn some actual philosophy you hack.,5,2020-01-03T20:15:20.000Z,0.0,neutral
327,vu8ZsKK6AWA,UC5RbLhmTAua-ExzcbratwQA,We can exit this simulation by walking out the quantum door.,2,2020-01-18T13:11:55.000Z,0.0,neutral
328,vu8ZsKK6AWA,UCWP2z821WUPRfshCkgqqWpQ,What the fudge is this 😂😂,3,2020-01-03T09:43:44.000Z,0.0,neutral
329,vu8ZsKK6AWA,UCac0ZKe0OIN53DdZU_O6qIQ,"Simulation?  Or, as we say in Sanskrit, ""cittamatra"".  How's your Sanskrit Siraj?",2,2020-01-02T05:11:13.000Z,0.0,neutral
330,vu8ZsKK6AWA,UCVG6acr97xcCSLyX-Qsy9Qw,"yes siraj, crazy hypothesis lead to crazy mistical conclusions.",10,2020-01-02T16:10:36.000Z,-0.6,negative
331,vu8ZsKK6AWA,UCK10H0JeT8eItA7GVi8VBrw,6:05 While this is interesting it doesn't mean a human watching. It means that the quanta are so sensible to interference that when measuring them you emit so much energy that it impacts the system and you see a different result. Doesn't have a thing to do with this being a simulation.,13,2020-01-01T18:06:46.000Z,0.0775,neutral
332,vu8ZsKK6AWA,UCAvuBj9RGGKl8ohTUuYv2aw,"You should read ""The Emperor's New Mind"" by Roger Penrose, he explains why its unlikely AI will ever be able to fully model our consciousness",0,2020-01-08T03:52:29.000Z,0.04545454545454545,neutral
333,vu8ZsKK6AWA,UCK10H0JeT8eItA7GVi8VBrw,"10:48 Wtf? You start about the world being a simulation and end up talking about biology and trying to cure HIV or whatever. Listen, dude, you're all over the place. You really need to focus better. Now, if you're talking about a simulation wouldn't the logical conclusion to such a video be to propose or write programs that could prove it and not talk about the ""simulated diseases along with us simulated humans"". Anyway, with this video you have proven nothing, it's just a bunch of hypothesis you took from elsewhere. I will just reiterate what I wrote while watching this video: 1) 3:17 Videogames getting better is an insufficient argument. Video games through machine learning which is using our own systems of understanding the world through our eyes if making the world look alike on the monitor to the one we see. That doesn't mean a simulation of reality is possible. Do you even realize how much computational power would have to be used to simulate every proton, electron, neutron of every atom in every molecule just so a teenager could look at her loserbook page and comment 'cool pie you're eating' which has no scientific relevance to anyone running the simulation whatsoever. It's just stupid to even think this is not reality. What point would everything have. Also, if it's a simulation it's bound to have bugs but the only bugs that exist are in brains, reality doesn't change, we forget things. Therefore you're projecting your imperfections onto the space around you by saying this is a simulation. It's not, the universe in your head is a simulation you made up. 2) 6:05 While this is interesting it doesn't mean a human watching and once you think about it, it makes perfect logical sense and it's a regular physics thing, just like a Doppler effect. It means that the quanta are so sensible to interference that when measuring them you emit so much energy that it impacts the system and you see a different result. Doesn't have a thing to do with this being a simulation. 3) 6:54 That was one of the stupidest and cringiest things I've ever seen, wtf was the point of that? What the fu?k does that even mean!?!?!?!? What are you talking about?! Use prepositions idiot.  With all of that being said, we're most probably not in a simulation. This is the real world. Find me a glitch and I'll give you a billion dollars.",1,2020-01-01T18:16:56.000Z,0.041204833984374994,neutral
334,vu8ZsKK6AWA,UCNM2yezp2lCFpZYE0OgkGAQ,This is a glitch in the matrix....,2,2020-01-02T19:35:24.000Z,0.0,neutral
335,vu8ZsKK6AWA,UCsiWdq52xWkpf2gOSuh9dOg,"This was recommended to me 20 secs ago randomly, and here I am...",10,2020-01-01T17:02:17.000Z,-0.5,negative
336,vu8ZsKK6AWA,UC3-nuW_1QteVV2C2JuMPYtg,There's only one reason: you are parroting what a very peculiar group of people is pushing into the media lately.,10,2020-01-01T17:59:07.000Z,-0.033333333333333326,neutral
337,vu8ZsKK6AWA,UCOMVj4xhSl9RpeK6J-bZWAA,"Thomas Young died May 10, 1829 what are you talking about 20th century? He also had nothing to do with quantum mechanics, he just experimentally supported the wave nature of light.  Also please don't keep going down this rabbit hole. Yes there are great strides connecting biology and chemistry to information theory but going so far as to try and connect it to spiritual and metaphysical notions beyond the point of just analogy doesn't make you more ""woke"". Scientific inquiry requires a degree of skepticism on everything especially subjects beyond the reach of experimental techniques.",9,2020-01-01T20:08:33.000Z,0.1767676767676768,neutral
338,vu8ZsKK6AWA,UCbLWJE34Lw3lF2C8CSJVkwQ,I agree more with Isaac Arthur's take on this: the chance that we live in a simulation is just under 1/3. for reference: https://www.youtube.com/watch?v=6jqyFChpqe4,0,2020-01-01T18:55:24.000Z,0.3181818181818182,positive
339,vu8ZsKK6AWA,UCVj8nsbXjgHGbvz5Tb6SooQ,"From AI guru to Delusional guru, you have gone a longggg way 😂😂😂",1,2020-01-14T18:40:22.000Z,0.0,neutral
340,vu8ZsKK6AWA,UCBhTbPNRZI-H3vBMi3eizLA,"""Dharma of sugar is sweetness"".  He doesn't realise that sugar is sweet only because our bodies and brains interprets sucrose molecules as sweet... it's not an inherent property of sugar. Sigh...",16,2020-01-02T00:08:22.000Z,0.2333333333333333,neutral
341,vu8ZsKK6AWA,UCGEXdy4C0yRnIAzldU7LuYQ,Good thing you didn’t forget to mention the source of your quotation this time!,74,2020-01-01T19:05:49.000Z,0.875,positive
342,vu8ZsKK6AWA,UC5FFl6BfYQ6MDs_JsNvURxQ,Gavin Newsom's sidekick smoke too much dmt on new years,1,2020-01-02T13:05:15.000Z,0.16818181818181818,neutral
343,vu8ZsKK6AWA,UC1TWaV18OHBdxeF4Uq-CZvQ,Ahh yes simulation theory. The last bastion of hope for a thinking man.,0,2020-01-03T15:52:53.000Z,0.0,neutral
344,vu8ZsKK6AWA,UC4H9tJhs8n9_jPzc61l__aQ,This video is really GOOD. I APPRECIATE IT ❤️☺️,0,2020-01-03T07:55:53.000Z,0.7,positive
345,vu8ZsKK6AWA,UC9F6zXuHGNP4pbN8TJrTbyA,The thought that this is a simulation and everywhere I go is just a new rendering has me totally freaked. How exactly can you prove it is not a simulation? It makes me feel very alone. Thanks Siraj.,0,2020-01-06T01:39:43.000Z,0.1572727272727273,neutral
346,vu8ZsKK6AWA,UCOqcTIUKxdOjQXXicJxYYMA,"Siraj, please read more books and then come back to us if you have any intereresting to say.",1,2020-01-05T14:09:40.000Z,0.25,neutral
347,vu8ZsKK6AWA,UCbUGvtyXVvn4tgPj2r_qH2g,It’s good to have you back! Great vid,1,2020-01-04T02:32:26.000Z,0.5,positive
348,vu8ZsKK6AWA,UCKIO9ZBz6DJAehRVcovWdfQ,Forget simulation .....You need to take a break from youtube !,17,2020-01-01T17:10:01.000Z,0.0,neutral
349,vu8ZsKK6AWA,UCoWReh0dc_b6Xv0H-c6x0uw,"I wish you, success bro. to me you are determined.",1,2020-01-02T22:23:35.000Z,0.3,neutral
350,vu8ZsKK6AWA,UCubdunrc3129Fmu9KlgtU1Q,It was all cool till you brought God into this.,0,2020-03-18T16:26:21.000Z,0.35,positive
351,vu8ZsKK6AWA,UCypolDzXKseV0N7Uax8VyZA,crowd source other people's good ideas so you don't have to think of any on your own.,1,2020-01-01T20:16:08.000Z,0.3916666666666666,positive
352,vu8ZsKK6AWA,UC2ynAGRZZLy3jVNJFIrCTEA,You have lost your mind..,2,2020-01-04T13:23:04.000Z,0.0,neutral
353,vu8ZsKK6AWA,UCDO1Hf_p-uNtlRinWj15B5Q,Why is there no automatic subtitle for the video? :(,0,2020-01-02T10:46:55.000Z,-0.75,negative
354,vu8ZsKK6AWA,UCH4dD6EXwJYJ57BMMUyPx2Q,Fragile boundary  between science  and philosophy... I like to stay in the scientific side.,1,2020-01-01T22:14:36.000Z,0.0,neutral
355,vu8ZsKK6AWA,UC6DP9GVbtOJV_mDpspFpJCQ,Please look into videos by Sadhguru.. you will be amazed,3,2020-01-01T19:10:22.000Z,0.0,neutral
356,vu8ZsKK6AWA,UCuo0htdEmBwlq8nRB5Ed0OA,"Good to see you back again, keep on the good work",0,2020-01-02T16:41:59.000Z,0.4666666666666666,positive
357,vu8ZsKK6AWA,UCdzn1FWj5b2mRrkugld16hg,Hymns for the masses/data game like water (never like molasses)  Data is Lord Data is Lord  Blessed be the weights,7,2020-01-01T22:48:32.000Z,-0.4,negative
358,vu8ZsKK6AWA,UCgY0EDUpUmYh315RmT32vNg,"Great stuff, the ban on psychedelics has held back research in this area. That's about to change. Also look into Prof Donald Hoffman's interface theory. He was on Sam Harris's podcast recently.",0,2020-01-02T00:19:27.000Z,0.26666666666666666,neutral
359,vu8ZsKK6AWA,UCn-4XPUL2E_2K4ILBsb-tyA,Now he is spiritual guru. I rate him more on acting than what he claimed earlier.. Scientist,0,2020-01-09T13:37:50.000Z,0.125,neutral
360,vu8ZsKK6AWA,UCv-y47l5UQ7r4ph35GpnTZQ,"The answer is,there is no one to Save u,because guilt is The greatest of illusions.",1,2020-01-01T17:30:19.000Z,1.0,positive
361,vu8ZsKK6AWA,UCDRGrPbVXUMbhTdAkExsgHw,Awesome video! I’m sorry and surprised the comments are so negative. Keep up the good work.,0,2020-01-02T17:55:07.000Z,0.2,neutral
362,vu8ZsKK6AWA,UCkNEO_ZDHS6tinN3GRy9rIA,"Hmm... How do you identify what you experience (see, feel,smell,etc.) as a simulation w/o knowing what is real to contrast with it? Isn't the simulation just an aspect of reality from a different viewpoint?  We've been simulating reality since the first stories were told around the campfire. Nothing new.  This entire conversation is a word salad of abstract concepts w/o a foundation in reality. Sounds interesting because it's abstract not because it makes any sense.",0,2020-01-03T17:51:17.000Z,0.18106060606060606,neutral
363,vu8ZsKK6AWA,UCVuxQfglgj7d0fdduEbBJVA,Refund the ppl you scammed you fraud,2,2020-01-01T17:50:30.000Z,0.0,neutral
364,vu8ZsKK6AWA,UCJbLKQUz5SWRsfKtBVVFgvg,"hey, Siraj do you know why simulation is called simulation?",0,2020-01-04T01:11:04.000Z,0.0,neutral
365,vu8ZsKK6AWA,UCR6vf8Tm7umMpI2dhl7NUFg,This is no diffrent to any other theism though.,1,2020-01-01T19:11:03.000Z,-0.125,neutral
366,vu8ZsKK6AWA,UC-x6YFRDdLtykpB97jE1aXg,"Good change, I enjoyed. Keep it up.",0,2020-01-02T05:48:21.000Z,0.6,positive
367,vu8ZsKK6AWA,UCxiZse46K0FMKbCn7L4PetA,"8:37 when you remember some ""Nityananda"" words",1,2020-01-02T02:42:56.000Z,0.0,neutral
368,vu8ZsKK6AWA,UCLLZ54ZLz2ya2pGjVtBKMXA,Yes you must collaborate with Musk. You must work on brain computer interface. And plug these VR Simulations with it .,0,2020-01-03T04:25:22.000Z,0.0,neutral
369,vu8ZsKK6AWA,UC_Pv2nEG82SFvcVpdIH8KiA,Get back to AI,27,2020-01-01T17:22:49.000Z,0.0,neutral
370,vu8ZsKK6AWA,UCetY89tX2VB0ZjiczJsAY3g,Its fair to say that he has lost his mind,0,2020-01-14T04:07:58.000Z,0.7,positive
371,vu8ZsKK6AWA,UCKgkXg9x5Zk0rIiO3fSwu-w,This remind me that the world only temporary destiny before death.,0,2020-01-03T00:48:21.000Z,0.0,neutral
372,vu8ZsKK6AWA,UCGrPl1QrmAa-ZfteAPEzNoQ,"Siraj! Great video as usual! About the two Slits experiment. I have also been very found of this experiment because it really is to me one of the most strange things. I am not 100% sure, but last time I made a deeper dive into this for hours, I saw some video about this explaining an error in the original experiment and why the result was such. Dont take my word for it tho, cause I am not so sure if it was legit or not. Regards",0,2020-01-02T20:51:35.000Z,0.24659090909090908,neutral
373,vu8ZsKK6AWA,UCFLKrLPw0Y0M82B_NwLU-6A,"This was actually really awesome and thought provoking content. Its ramarkable how very similar some of these concepts are to the tenants of religion. I hope one day mankind can do a global test to validate it.  For example, all think of the same thing and desire it and see if the simulation responds with that reality.  In fact there are a lot of correlations one can draw from religions, Islam for example , in this context as well.",0,2020-01-02T01:30:33.000Z,0.25,neutral
374,vu8ZsKK6AWA,UCZEHC7G2sLsH-UFFYlow3Bw,Brilliant video...I really enjoyed watching it,0,2020-01-02T08:53:21.000Z,0.7,positive
375,vu8ZsKK6AWA,UCk6XUsDAYWIpp432zuX-h8w,Panpsychism FTW! Good shit brudda.,1,2020-01-01T21:24:08.000Z,0.24999999999999997,neutral
376,vu8ZsKK6AWA,UCLP6BJFmsgrDKwSuOcEFmIw,"great video.  glad to see you are still creating content and doing it more ethically than you did before.  this video makes me sad that Austin Heinz of Cambrian Genomics is no longer with us.  his method of printing DNA was an absolute monster of a leap forward in... compiling code to be tested... he really understood the concept of information technology as applied to Biology and in a way what Agile or Test Driven Development would look like as it comes to life, living things and all that... if you haven't checked out his work, videos (on Draper) etc.  you should.",0,2020-01-22T18:35:46.000Z,0.3,neutral
377,vu8ZsKK6AWA,UCVdOzltBWoVos4g11CRztnQ,Siraj. Thank you for all your educational videos.,0,2020-01-02T03:09:22.000Z,0.25,neutral
378,vu8ZsKK6AWA,UC7XVx5BejJ3FuWXV1ja5XFw,"Siraj copied his content from this video, but he added spiritual twist https://www.youtube.com/watch?v=3d9i_0Ty7Cg he is back to stealing content",3,2020-01-02T08:57:28.000Z,0.0,neutral
379,vu8ZsKK6AWA,UC5wtay1YmhcxvX-zmuGOwrQ,I am ready to join your yoga classes.. please tell the procedure to join,0,2020-01-02T09:32:45.000Z,0.2,neutral
380,vu8ZsKK6AWA,UCFi03np-o4uWzJdFLy7u9Kw,"There are also good arguments against it actualized.org here on youtube has with ""why brains do not exist"" a good series of arguments against that.",10,2020-01-01T17:43:05.000Z,0.7,positive
381,vu8ZsKK6AWA,UCCorBD_LKRSDBZwByq5oW1Q,"I don't see how the conclusion ""reality is a simulation"" derives necessarily from the conclusion that ""reality is information-based"". *smh*",7,2020-01-01T21:02:57.000Z,0.0,neutral
382,vu8ZsKK6AWA,UCLehRIJdl558a0OZaaG6ckA,Holographic Simulation.,0,2020-01-01T21:27:12.000Z,0.0,neutral
383,vu8ZsKK6AWA,UCxYS8z2A6iviZ86omX5HqmQ,"paisee lauta do, warna tumhe sharaap milega",0,2020-01-02T09:38:58.000Z,0.0,neutral
384,vu8ZsKK6AWA,UCmmGBI2sHDBH1laTgp-siOA,WHY IS THE VIDEO OUT OF FOCUS,0,2020-02-07T17:48:29.000Z,0.0,neutral
385,vu8ZsKK6AWA,UC7tpuGSkstSw3UkD2aYktjA,The comsci thing didnt work so onto religion I guess.,1,2020-01-02T00:35:07.000Z,0.0,neutral
386,vu8ZsKK6AWA,UCx9HhVPOcfbyZwEcDF0P5Kw,7:55 lol,1,2020-01-02T01:48:34.000Z,0.8,positive
387,vu8ZsKK6AWA,UC9OicgRdsfVuWOK7UypknHQ,Pls go back...why do you want to continue?,1,2020-01-01T17:23:47.000Z,0.0,neutral
388,vu8ZsKK6AWA,UCGLxJqWfy4zYEvow6PoDmIA,Big Simulation Indeed,0,2020-01-02T05:37:34.000Z,0.0,neutral
389,vu8ZsKK6AWA,UC3fMDVzGHFx0xuTBVdmbjbw,from george hotz?,0,2020-01-01T20:43:17.000Z,0.0,neutral
390,vu8ZsKK6AWA,UCgniob20UcVl9AORXWJx8Ww,"Bold claims and mysticism, I remember hearing this theory debated by some of the world’s top scientists and thinkers a while ago.  No turning back to old topics as the video is again a  pretty even mix of like and dislike. Though much of what the logic seems to boil down to is “If it looks, walks, and quacks like a duck...”, I would be much more convinced if we discovered what could easily be understood as glitches in the code. Until I’m shown this, I am not ready to be a brain in a jar. Below a layer of cheese, I think the video leaps a little too far. As above so below, which means also turtles all the way up? People would benefit more from further study of simulation theory.",0,2020-01-02T15:31:01.000Z,0.16490740740740736,neutral
391,vu8ZsKK6AWA,UCnV_H7LwNoS-ogSYtL0DIiA,The act of measurement don't change the result ! because you turn back the experiment to the initial condition keeping the memory of the first result... The memory must be part of the experiment not just the measure,0,2020-01-02T13:26:20.000Z,0.08333333333333333,neutral
392,vu8ZsKK6AWA,UCwVzIYKuKBV_5DtimZxHsJQ,"Hey Siraj, apparently you did a bad thing ( I didn't really look into it much ) and now your likability and image is really low.  A lot of people are pounding on you, just to do it, with some just being ridiculously insulting ( youtube comments in general I guess ).  You've created a lot of valuable videos over the years that I've personally been able to benefit from. You've done a lot for a lot of people.  Don't let this period of low-likability phase you. Keep making videos that will be valuable to people interested in learning and applying machine learning.",0,2020-01-02T15:00:12.000Z,-0.04499999999999997,neutral
393,vu8ZsKK6AWA,UCVypUe5ZH5Pfe9L1EzUjzhg,"If this was a simulation, they wouldn't be wasting computational power making ""people"" watch this pseudo science video.",0,2020-01-02T23:17:18.000Z,0.0,neutral
394,vu8ZsKK6AWA,UCnbpw84mq2AuYDWoUvYucOA,"You can continue to educate, just mention sources. Yes, you  have made mistakes but you can learn  and change. And people don't kick when someone is down",0,2020-01-02T18:46:08.000Z,-0.15555555555555559,neutral
395,vu8ZsKK6AWA,UCNeX-MehAveY_6uCiHEc-Jg,"What happened to u? ,I think I must unsubscribe",3,2020-01-02T08:40:23.000Z,0.0,neutral
396,vu8ZsKK6AWA,UCSViURonnY4ZI5wZtQ1ipew,there are many unexplainable things going on out there that your data can't solve.,0,2020-01-02T04:11:05.000Z,0.5,positive
397,vu8ZsKK6AWA,UCEDaHbiaanN2OYIdMCG84gQ,"Hi, is it me or are your new youtube clips not completely in focus?",0,2020-01-01T22:00:56.000Z,0.043181818181818175,neutral
398,vu8ZsKK6AWA,UCYpOpmXr5NbyuF3wyQbtW6A,Intersection of computer science and Biology  is needed. But It is threatening belief system of many people as you can read the comments. Great video BTW,0,2020-01-02T11:27:12.000Z,0.65,positive
399,vu8ZsKK6AWA,UCJBavws_0R8-FgW3WSogUbA,"Dude, just make AI and ML related videos. This time, just make the real ones man. Do coding train like challenges. You know the world is really forgetful. Create a new channel. Make some fun videos about ml. See New Boston type videos would help a lot because there aren't any. Interview questions, ML topics, You can also remake old videos of yours man. Remake them, understand what you taught and write the code yourself before teaching it, credit the authors for the people who know nothing about open source. Now credit the authors. Delete the one's you don't find useful.   You know many of your haters (excluding people who took your course) have nothing to do with you. They just want to see your world burn. World is allergic to your success. To be honest, you are not guilty until caught. Today, success comes the way you built it. There are very limited fair means to be successful like you. I mean I have seen 100's of youtubers do the exact same thing and get away with it. I would suggest to have a refund on all the students. Remake the course.   Sure, you'll loose some money. But what is money anyways. You should know.   Crediting the author. PFF. It's open source. These non AI people who are hitting the hammer at your face know sh** about anything open source. And the plagiarized paper what one step too far you took. I think it was a mistake, not a crime.",0,2020-01-02T08:40:55.000Z,0.19361788211788208,neutral
400,kVPPzi5ZGts,UC_Ol8pmnP5M1QNiAQxB7Odw,What does Siraj Raval and gene replication have in common?    They’re both good at copying,74,2020-01-10T06:25:26.000Z,0.19999999999999998,neutral
401,kVPPzi5ZGts,UCZvwVcZ4TO6ypsOgEZAEBXQ,I'm really disappointed of you man. Unsubscribed.,44,2020-01-10T02:10:51.000Z,-0.75,negative
402,kVPPzi5ZGts,UC4_0f43x5SCRzNKSI8i2Jbg,Wow!  It must have taken a lot of quantum doors for you to navigate a Hilbert space as complicated as this one!,14,2020-01-12T00:19:03.000Z,-0.25,neutral
403,kVPPzi5ZGts,UCMlykfxrLIGEhYLDhJwCbKQ,Nice try pretending to save peoples lives lol. And where did you get the money to pay these people to put positive comments?,27,2020-01-08T09:18:03.000Z,0.5424242424242424,positive
404,kVPPzi5ZGts,UCabSTHbTYhnxOVtRJbHI18w,Complicated Hilbert Space to Biology.,42,2020-01-08T06:17:30.000Z,-0.5,negative
405,kVPPzi5ZGts,UCBm1xYMyLOdfZPgjYKkjOpA,Imagine killing your own channel,78,2020-01-08T14:51:50.000Z,0.6,positive
406,kVPPzi5ZGts,UCHVbx9j5Ri366WLANUEr1nA,Crispr your hair bro...,7,2020-01-09T06:20:34.000Z,0.0,neutral
407,kVPPzi5ZGts,UCxMVfn0ChWJxI2C9U2QbY4Q,DIY gene therapy what could possibly go wrong.,39,2020-01-07T17:28:19.000Z,-0.5,negative
408,kVPPzi5ZGts,UC0abdo1BmC4wUZr8aCPeL7Q,Wonder who he plagiarized this time 🤔,39,2020-01-09T01:00:19.000Z,0.0,neutral
409,kVPPzi5ZGts,UCVYBBm93hNtUO-FOJpK304g,"When I first encountered Siraj I was more than suprised and felt bad of myself. While he has like dozens videos of projects that he ""code"" I was struggling for half a year to make simple weather app with angular not mention any of my tries with ML which also took weeks. Now I see clear why it was possible for him and i dont feel bad of my performance anymore.",21,2020-01-09T10:23:13.000Z,-0.0907407407407407,neutral
410,kVPPzi5ZGts,UCMlykfxrLIGEhYLDhJwCbKQ,Be careful guys. This guy is a scammer and steals peoples works.,12,2020-01-08T09:16:38.000Z,-0.1,neutral
411,kVPPzi5ZGts,UC18qytfIhR9cNEjUcgGLl3A,Lol dope Game 😂💪 Let’s pivot to let’s plays 😂,37,2020-01-07T17:03:33.000Z,0.2,neutral
412,kVPPzi5ZGts,UCFXv_li0aZFw6YrW_Wii6OQ,"So, in other words, you just scammed Labster to give you access to all of their resources for free, for you to plagiarize from? Guess that means “your” new paper on gene therapy would be available next week?",13,2020-01-08T09:49:38.000Z,0.1622727272727273,neutral
413,kVPPzi5ZGts,UCARQeoIL9CntrziL0JZd4Yw,"This guy should be in Jail!, is there any laws where he lives??????",21,2020-01-11T18:47:40.000Z,-0.125,neutral
414,kVPPzi5ZGts,UCRyk983kiuvLiz_QJ8njODw,It's too cOmPlIcAtEd,23,2020-01-07T17:02:18.000Z,-0.5,negative
415,kVPPzi5ZGts,UCouWEL-vD0vIZZ3rTu2_F0g,Gave you a second chance. Unsubscribing. You remind me of the kid who crams for an exam the night before and fakes it the day of. Your vain desire to make videos exceeds your actual capabilities. My advice is to stick with topics you know and stop trying to find other people’s work you can cram on for a week enough to fake it like you know it.,13,2020-01-07T22:57:45.000Z,-0.125,neutral
416,kVPPzi5ZGts,UCBhTbPNRZI-H3vBMi3eizLA,We wuz AIs and shieet...,5,2020-01-09T23:02:32.000Z,0.0,neutral
417,kVPPzi5ZGts,UCUQCQdQTbBU4fMXTcnuKvdg,"“There are many reports of high-frequency off-target mutations in human and mouse cell-lines3,4”  https://www.nature.com/articles/s41419-018-1146-0",0,2020-01-07T17:39:13.000Z,0.25,neutral
418,kVPPzi5ZGts,UCjMzrPBIItKsr4ufv9GIOHA,I hope that this is NOT a paid ad for CRISPR !! It's for money to access.,11,2020-01-07T22:07:20.000Z,0.0,neutral
419,kVPPzi5ZGts,UCCKc8VQf6TEeUY1JSXXcwxg,This must be tough time but still  continuing and learning from the mistake is the key...,7,2020-01-10T14:02:37.000Z,-0.19444444444444445,neutral
420,kVPPzi5ZGts,UCef8enTQwzXBQXarKvOP7jw,OMG Siraj why did you have to show a pic of a guy pulling his eyes out with a knife...now I can't unsee it!,5,2020-01-07T17:32:48.000Z,0.0,neutral
421,kVPPzi5ZGts,UCHJfKab6AtQmr9Uw0pfSWxA,This is what i was founding.. Thank you,1,2020-01-08T01:37:18.000Z,0.0,neutral
422,kVPPzi5ZGts,UCChQ9z6IOEP_3Zj8C2Zhv1g,Did you know that tgf-b is enriched in whey protein concentrate? Uh oh lol,0,2020-01-13T10:53:26.000Z,0.8,positive
423,kVPPzi5ZGts,UCiR8dLu5xgRzwxB_161fztg,Is this really YOUR 1st? Better submit it to Turnitin...,0,2020-01-12T11:16:27.000Z,0.35,positive
424,kVPPzi5ZGts,UCiBVPZ42pbW0KABFSL20UeQ,Will this be series of vids coming out?,3,2020-01-07T17:03:09.000Z,0.0,neutral
425,kVPPzi5ZGts,UCa1UIqPzoDC6Joudhmp__nw,Imma so Lost In Space now...this DNA heavy stuff is surely another channel on its own.,0,2020-01-19T12:56:49.000Z,0.3,neutral
426,kVPPzi5ZGts,UCSZ1kBvYxqRlYyHqC1wh1ug,So we are now playing a video game! :/,0,2020-01-27T10:21:27.000Z,-0.375,negative
427,kVPPzi5ZGts,UC7O9Vz6tLLgImJVfASBa06A,"But Super cool to be getting a flavour for this type of lab work however, so thanks!",0,2020-01-09T02:10:31.000Z,0.3111111111111111,positive
428,kVPPzi5ZGts,UC4KGCDluY7ObGJ-SrNE8wGw,Siraj made a good transition of his channel's topic.,16,2020-01-07T23:07:52.000Z,0.7,positive
429,kVPPzi5ZGts,UCqplOm2yEGEysV_LLTLY48A,Writes  credit: mom and dad  on forehead,1,2020-01-14T17:32:43.000Z,0.0,neutral
430,kVPPzi5ZGts,UCvLV8UMxlYufQAU6OAtdG3g,Superficial knowledge. Looks like a reporter.,30,2020-01-07T17:20:24.000Z,0.0,neutral
431,kVPPzi5ZGts,UCKadIcL-XL9EfVGTJxXNjVQ,Prove us all wrong and work with some researchers and develop something new. That is the only way to get your credibility back. I like you bro let's become better people,0,2020-01-14T13:35:14.000Z,0.02727272727272727,neutral
432,kVPPzi5ZGts,UC_uPfamKeOzYQlrVeDVjDQw,It's a neat simulation.,1,2020-01-14T16:56:22.000Z,0.0,neutral
433,kVPPzi5ZGts,UCBEO_uPkby5-gqywcm58j9A,There's gonna be a change of audience as well,8,2020-01-08T23:07:17.000Z,0.0,neutral
434,kVPPzi5ZGts,UCcVc3pKvTBgT4O8KDU1-VjQ,awesome resource! thanks for sharing,0,2020-01-08T17:26:27.000Z,0.6,positive
